2017-02-19 00:50:58,908 [Worker-2] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.WarLifecycleMapping lifecycle mapping for MavenProject: br.com.livro:carros:0.0.1-SNAPSHOT @ C:\Users\Thiago\Desktop\Carros\pom.xml.
2017-02-26 20:50:34,270 [Worker-92] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 20:50:34,270 [Worker-92] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-26 20:51:27,474 [Worker-96] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 20:51:27,474 [Worker-96] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-26 20:51:27,474 [Worker-96] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 20:51:27,474 [Worker-96] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-26 20:52:32,214 [Worker-95] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 20:52:32,214 [Worker-95] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-26 20:52:32,214 [Worker-95] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 20:52:32,214 [Worker-95] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-26 20:52:35,908 [Worker-92] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 20:52:35,908 [Worker-92] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-26 20:52:35,924 [Worker-92] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 20:52:35,924 [Worker-92] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-26 20:53:05,617 [Worker-97] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 20:53:05,617 [Worker-97] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-26 20:53:05,617 [Worker-97] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 20:53:05,633 [Worker-97] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-26 20:54:20,628 [Worker-95] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 20:54:20,628 [Worker-95] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-26 20:54:20,643 [Worker-95] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 20:54:20,643 [Worker-95] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-26 20:55:42,755 [Worker-92] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 20:55:42,771 [Worker-92] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-26 20:55:42,771 [Worker-92] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 20:55:42,771 [Worker-92] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-26 20:55:43,848 [Worker-95] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 20:55:43,850 [Worker-95] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-26 20:55:43,851 [Worker-95] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 20:55:43,852 [Worker-95] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-26 20:56:16,036 [Worker-95] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/google/code/gson/gson/2.3.1/gson-2.3.1-sources.jar
2017-02-26 20:56:16,893 [Worker-95] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/google/code/gson/gson/2.3.1/gson-2.3.1-sources.jar
2017-02-26 20:56:17,096 [Worker-95] INFO  o.e.m.j.internal.DownloadSourcesJob - Downloaded sources for com.google.code.gson:gson:2.3.1
2017-02-26 20:56:17,608 [Worker-94] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 20:56:17,608 [Worker-94] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2017-02-26 20:56:17,608 [Worker-94] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 20:56:17,608 [Worker-94] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-26 20:56:50,662 [Worker-92] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 20:56:50,662 [Worker-92] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-26 20:56:50,662 [Worker-92] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 20:56:50,662 [Worker-92] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-26 20:58:23,974 [Worker-92] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 20:58:23,974 [Worker-92] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-26 20:58:23,974 [Worker-92] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 20:58:23,974 [Worker-92] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-26 20:58:55,567 [Worker-92] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 20:58:55,583 [Worker-92] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-26 20:58:55,583 [Worker-92] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 20:58:55,583 [Worker-92] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-26 21:00:35,566 [Worker-92] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 21:00:35,566 [Worker-92] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-26 21:00:35,566 [Worker-92] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 21:00:35,566 [Worker-92] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-26 21:01:56,681 [Worker-98] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 21:01:56,681 [Worker-98] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-26 21:01:56,681 [Worker-98] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 21:01:56,681 [Worker-98] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-26 21:02:07,990 [Worker-100] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 21:02:07,990 [Worker-100] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-26 21:02:07,990 [Worker-100] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 21:02:07,990 [Worker-100] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-26 21:03:26,631 [Worker-99] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 21:03:26,631 [Worker-99] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-26 21:03:26,631 [Worker-99] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 21:03:26,631 [Worker-99] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-26 21:03:53,796 [Worker-92] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 21:03:53,796 [Worker-92] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-26 21:03:53,796 [Worker-92] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 21:03:53,812 [Worker-92] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-26 21:03:57,537 [Worker-93] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 21:03:57,553 [Worker-93] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-26 21:03:57,553 [Worker-93] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 21:03:57,553 [Worker-93] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-26 21:05:49,661 [Worker-101] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 21:05:49,661 [Worker-101] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-26 21:05:49,677 [Worker-101] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 21:05:49,677 [Worker-101] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-26 21:09:24,959 [Worker-100] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 21:09:24,959 [Worker-100] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-26 21:09:24,959 [Worker-100] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 21:09:24,959 [Worker-100] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-26 21:11:35,490 [Worker-105] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 21:11:35,490 [Worker-105] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-26 21:11:35,490 [Worker-105] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 21:11:35,490 [Worker-105] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-26 21:11:43,865 [Worker-100] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 21:11:43,867 [Worker-100] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-26 21:11:43,868 [Worker-100] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 21:11:43,869 [Worker-100] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-26 21:12:26,959 [Worker-103] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 21:12:26,959 [Worker-103] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-26 21:12:26,959 [Worker-103] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 21:12:26,959 [Worker-103] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-26 21:12:32,450 [Worker-104] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 21:12:32,451 [Worker-104] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-26 21:12:32,453 [Worker-104] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 21:12:32,454 [Worker-104] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-26 21:12:36,194 [Worker-101] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 21:12:36,194 [Worker-101] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-26 21:12:36,194 [Worker-101] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 21:12:36,194 [Worker-101] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-26 21:13:58,844 [Worker-100] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 21:13:58,846 [Worker-100] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-26 21:13:58,848 [Worker-100] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 21:13:58,849 [Worker-100] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-26 21:32:23,024 [Worker-115] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 21:32:23,024 [Worker-115] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-26 21:32:23,024 [Worker-115] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 21:32:23,024 [Worker-115] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-26 21:32:27,679 [Worker-113] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 21:32:27,679 [Worker-113] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-26 21:32:27,695 [Worker-113] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 21:32:27,695 [Worker-113] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-26 21:33:00,617 [Worker-113] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 21:33:00,617 [Worker-113] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-26 21:33:00,617 [Worker-113] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 21:33:00,617 [Worker-113] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-26 21:45:55,993 [Worker-120] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 21:45:55,993 [Worker-120] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-26 21:45:55,993 [Worker-120] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 21:45:55,993 [Worker-120] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-26 21:46:03,524 [Worker-119] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 21:46:03,524 [Worker-119] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-26 21:46:03,524 [Worker-119] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 21:46:03,524 [Worker-119] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-26 23:14:59,916 [Worker-143] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 23:14:59,916 [Worker-143] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-26 23:14:59,916 [Worker-143] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 23:14:59,916 [Worker-143] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-26 23:26:48,372 [Worker-138] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 23:26:48,374 [Worker-138] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-26 23:26:48,375 [Worker-138] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 23:26:48,376 [Worker-138] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-26 23:27:38,073 [Worker-148] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 23:27:38,073 [Worker-148] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-26 23:27:38,073 [Worker-148] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 23:27:38,073 [Worker-148] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-26 23:28:03,901 [Worker-146] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 23:28:03,901 [Worker-146] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-26 23:28:03,901 [Worker-146] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 23:28:03,901 [Worker-146] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-26 23:28:25,622 [Worker-149] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 23:28:25,622 [Worker-149] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-26 23:28:25,622 [Worker-149] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 23:28:25,622 [Worker-149] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-26 23:29:09,464 [Worker-148] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 23:29:09,464 [Worker-148] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-26 23:29:09,464 [Worker-148] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 23:29:09,464 [Worker-148] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-26 23:35:38,574 [Worker-147] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 23:35:38,574 [Worker-147] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-26 23:35:38,574 [Worker-147] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 23:35:38,574 [Worker-147] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-26 23:36:45,015 [Worker-150] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 23:36:45,015 [Worker-150] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-26 23:36:45,015 [Worker-150] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 23:36:45,015 [Worker-150] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-26 23:36:48,020 [Worker-147] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 23:36:48,020 [Worker-147] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-26 23:36:48,036 [Worker-147] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 23:36:48,036 [Worker-147] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-26 23:36:52,015 [Worker-152] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 23:36:52,015 [Worker-152] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-26 23:36:52,015 [Worker-152] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 23:36:52,015 [Worker-152] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-26 23:37:27,622 [Worker-151] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 23:37:27,622 [Worker-151] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-26 23:37:27,622 [Worker-151] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 23:37:27,622 [Worker-151] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
2017-02-26 23:37:51,199 [Worker-151] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 23:37:51,199 [Worker-151] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-02-26 23:37:51,199 [Worker-151] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2017-02-26 23:37:51,199 [Worker-151] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\Thiago\Desktop\Carros\src\test\resources
